product_id,product_name,category,pzn,price,package_size,stock_quantity,expiry_date,description,prescription_needed,drug_interactions
1036,Alkem Calcium + Vitamin D,Supplement,28814949,644.38,Standard Pack,142,2027-12-07,Bone health supplement,No,Not Applicable
1037,Alkem Vitamin D3 60000 IU,Supplement,83863413,164.9,Standard Pack,333,2028-02-25,Vitamin D supplement,No,Not Applicable
1038,Lupin Azithromycin 500mg,Medicine,32321899,621.49,Standard Pack,246,2027-03-27,Antibiotic for bacterial infections,Yes,No major interactions reported
1039,Mankind Metformin 500mg,Medicine,10289289,1478.26,Standard Pack,135,2028-10-31,Type 2 diabetes management,Yes,No major interactions reported
1040,Glenmark Moisturizing Cream,Skincare,98834863,1083.24,Standard Pack,79,2027-03-03,Hydrates dry skin,No,Not Applicable
1041,Cipla Sunscreen SPF 50,Skincare,87736262,1108.89,Standard Pack,31,2028-09-24,UV protection lotion,No,Not Applicable
1042,Cipla Cetaphil Cleanser,Skincare,88406989,725.65,Standard Pack,470,2028-02-15,Gentle skin cleanser,No,Not Applicable
1043,Glenmark Vitamin D3 60000 IU,Supplement,20752378,1279.99,Standard Pack,35,2028-04-21,Vitamin D supplement,No,Not Applicable
1044,Mankind Amlodipine 5mg,Medicine,26090908,1413.56,Standard Pack,291,2027-04-30,Hypertension treatment,Yes,Consult doctor if taking BP medication
1045,Abbott Sanitary Pads Pack,Sanitary,21003626,640.45,Standard Pack,298,2028-03-21,Women hygiene product,No,Not Applicable
1046,Torrent Adult Diapers,Sanitary,37415205,1011.19,Standard Pack,160,2027-04-22,Incontinence protection,No,Not Applicable
1047,Dr Reddy's Moisturizing Cream,Skincare,96637649,464.0,Standard Pack,161,2028-09-28,Hydrates dry skin,No,Not Applicable
1048,Alkem Paracetamol 500mg,Medicine,93370583,1497.71,Standard Pack,51,2026-11-04,Pain reliever and fever reducer,No,Consult doctor if taking BP medication
1049,Torrent Calcium + Vitamin D,Supplement,27778019,1401.22,Standard Pack,451,2026-10-30,Bone health supplement,No,Not Applicable
1050,Torrent Omega 3 Fish Oil,Supplement,31172421,668.51,Standard Pack,278,2028-08-10,Heart health supplement,No,Not Applicable
1051,Glenmark Aloe Vera Gel,Skincare,11049999,1008.44,Standard Pack,283,2027-06-23,Soothing skin gel,No,Not Applicable
1052,Torrent Metformin 500mg,Medicine,25492573,1336.77,Standard Pack,380,2028-03-09,Type 2 diabetes management,Yes,May interact with Metformin
1053,Abbott Acne Control Gel,Skincare,38270233,1082.07,Standard Pack,104,2028-07-24,Reduces acne and pimples,No,Not Applicable
1054,Alkem Aloe Vera Gel,Skincare,43704923,1359.9,Standard Pack,433,2026-10-12,Soothing skin gel,No,Not Applicable
1055,Torrent Pantoprazole 40mg,Medicine,15917225,25.25,Standard Pack,394,2027-01-01,Acidity treatment,Yes,Avoid alcohol
1056,Glenmark Iron Folic Acid,Supplement,67403166,850.14,Standard Pack,57,2026-11-06,Iron deficiency treatment,No,Not Applicable
1057,Cipla Calcium + Vitamin D,Supplement,59555330,882.11,Standard Pack,75,2027-11-04,Bone health supplement,No,Not Applicable
1058,Torrent Vitamin D3 60000 IU,Supplement,58942697,1350.49,Standard Pack,407,2026-09-30,Vitamin D supplement,No,Not Applicable
1059,Lupin Sunscreen SPF 50,Skincare,99514287,172.13,Standard Pack,399,2028-03-16,UV protection lotion,No,Not Applicable
1060,Dr Reddy's Foot Care Cream,Body Care,41774346,1299.62,Standard Pack,499,2028-11-17,Cracked heel treatment,No,Not Applicable
1061,Cipla Iron Folic Acid,Supplement,34073380,1110.12,Standard Pack,170,2028-10-30,Iron deficiency treatment,No,Not Applicable
1062,Torrent Antiseptic Liquid,Body Care,31367172,1185.31,Standard Pack,55,2027-09-16,Kills germs and bacteria,No,Not Applicable
1063,Lupin Insulin Glargine,Medicine,36786211,1228.55,Standard Pack,235,2027-08-14,Long-acting insulin,Yes,Avoid alcohol
1064,Cipla Multivitamin Capsules,Supplement,98588154,305.83,Standard Pack,168,2027-06-02,General dietary supplement,No,Not Applicable
1065,Zydus Cetirizine 10mg,Medicine,96098221,773.92,Standard Pack,347,2028-02-21,Allergy relief,No,Avoid alcohol
1066,Torrent Azithromycin 500mg,Medicine,33966966,879.27,Standard Pack,135,2026-09-29,Antibiotic for bacterial infections,Yes,Avoid with Warfarin
1067,Zydus Baby Wipes,Sanitary,52101056,665.86,Standard Pack,261,2026-12-17,Gentle cleansing wipes,No,Not Applicable
1068,Lupin Foot Care Cream,Body Care,44188276,85.69,Standard Pack,223,2026-08-22,Cracked heel treatment,No,Not Applicable
1069,Lupin Face Masks Pack,Sanitary,58884978,658.32,Standard Pack,485,2028-07-01,Protective face masks,No,Not Applicable
1070,Zydus Aloe Vera Gel,Skincare,99038359,1275.06,Standard Pack,368,2027-06-24,Soothing skin gel,No,Not Applicable
1071,Mankind Adult Diapers,Sanitary,53779528,615.55,Standard Pack,151,2028-03-10,Incontinence protection,No,Not Applicable
1072,Mankind Multivitamin Capsules,Supplement,99245317,1411.74,Standard Pack,346,2028-09-25,General dietary supplement,No,Not Applicable
1073,Abbott Calcium + Vitamin D,Supplement,50392808,620.99,Standard Pack,426,2026-08-21,Bone health supplement,No,Not Applicable
1074,Lupin Acne Control Gel,Skincare,67698610,1182.92,Standard Pack,310,2028-06-21,Reduces acne and pimples,No,Not Applicable
1075,Alkem Moisturizing Cream,Skincare,69345683,1019.93,Standard Pack,261,2027-12-18,Hydrates dry skin,No,Not Applicable
1076,Torrent Vitamin D3 60000 IU,Supplement,79182797,1002.5,Standard Pack,317,2027-07-30,Vitamin D supplement,No,Not Applicable
1077,Torrent Amlodipine 5mg,Medicine,40150759,1213.71,Standard Pack,75,2026-09-15,Hypertension treatment,Yes,Avoid with Warfarin
1078,Abbott Iron Folic Acid,Supplement,19774839,694.02,Standard Pack,453,2028-05-26,Iron deficiency treatment,No,Not Applicable
1079,Mankind Tampons Pack,Sanitary,76354180,611.49,Standard Pack,75,2028-06-22,Menstrual hygiene product,No,Not Applicable
1080,Mankind Azithromycin 500mg,Medicine,39372360,280.31,Standard Pack,490,2028-08-02,Antibiotic for bacterial infections,Yes,Consult doctor if taking BP medication
1081,Glenmark Body Lotion,Body Care,43446826,1377.86,Standard Pack,62,2027-12-01,Hydrating body lotion,No,Not Applicable
1082,Glenmark Iron Folic Acid,Supplement,85017682,901.27,Standard Pack,486,2028-10-02,Iron deficiency treatment,No,Not Applicable
1083,Glenmark Foot Care Cream,Body Care,67276174,1249.24,Standard Pack,280,2027-11-20,Cracked heel treatment,No,Not Applicable
1084,Alkem Iron Folic Acid,Supplement,44788100,1132.63,Standard Pack,430,2028-06-03,Iron deficiency treatment,No,Not Applicable
1085,Alkem Aloe Vera Gel,Skincare,94120751,374.08,Standard Pack,225,2026-11-08,Soothing skin gel,No,Not Applicable
1086,Torrent Sunscreen SPF 50,Skincare,55076693,493.17,Standard Pack,276,2026-11-11,UV protection lotion,No,Not Applicable
1087,Lupin Multivitamin Capsules,Supplement,61410126,1047.05,Standard Pack,361,2027-03-28,General dietary supplement,No,Not Applicable
1088,Mankind Pantoprazole 40mg,Medicine,54410148,823.06,Standard Pack,212,2026-10-23,Acidity treatment,Yes,May interact with Metformin
1089,Abbott Medicated Soap,Body Care,12621534,1287.96,Standard Pack,391,2028-04-01,Skin infection protection,No,Not Applicable
1090,Cipla Medicated Soap,Body Care,57212267,461.95,Standard Pack,199,2027-10-24,Skin infection protection,No,Not Applicable
1091,Abbott Face Masks Pack,Sanitary,39600202,742.58,Standard Pack,139,2027-11-10,Protective face masks,No,Not Applicable
1092,Mankind Body Lotion,Body Care,55114543,1009.93,Standard Pack,408,2027-10-09,Hydrating body lotion,No,Not Applicable
1093,Dr Reddy's Iron Folic Acid,Supplement,93517915,810.5,Standard Pack,464,2027-09-28,Iron deficiency treatment,No,Not Applicable
1094,Cipla Face Masks Pack,Sanitary,21267237,971.27,Standard Pack,69,2027-12-06,Protective face masks,No,Not Applicable
1095,Torrent Vitamin D3 60000 IU,Supplement,60882459,504.48,Standard Pack,232,2027-07-21,Vitamin D supplement,No,Not Applicable
1096,Torrent Moisturizing Cream,Skincare,66581473,393.36,Standard Pack,41,2027-12-15,Hydrates dry skin,No,Not Applicable
1097,Cipla Levothyroxine 50mcg,Medicine,56970882,351.85,Standard Pack,35,2028-10-28,Thyroid hormone replacement,Yes,Avoid with Warfarin
1098,Lupin Amlodipine 5mg,Medicine,12735359,939.58,Standard Pack,122,2026-12-28,Hypertension treatment,Yes,No major interactions reported
1099,Lupin Montelukast 10mg,Medicine,72415804,1055.21,Standard Pack,392,2027-09-02,Asthma prevention,Yes,May interact with Metformin
1100,Sun Pharma Face Masks Pack,Sanitary,31980274,1447.79,Standard Pack,55,2028-04-04,Protective face masks,No,Not Applicable
1101,Abbott Cetirizine 10mg,Medicine,60372847,607.05,Standard Pack,366,2027-03-12,Allergy relief,No,Avoid with Warfarin
1102,Sun Pharma Tampons Pack,Sanitary,50477742,1278.43,Standard Pack,307,2026-12-22,Menstrual hygiene product,No,Not Applicable
1103,Zydus Sanitary Pads Pack,Sanitary,81503856,654.0,Standard Pack,189,2026-10-30,Women hygiene product,No,Not Applicable
1104,Cipla Adult Diapers,Sanitary,66379329,1237.05,Standard Pack,54,2027-11-07,Incontinence protection,No,Not Applicable
1105,Dr Reddy's Moisturizing Cream,Skincare,68450095,280.68,Standard Pack,267,2028-06-17,Hydrates dry skin,No,Not Applicable
1106,Glenmark Aloe Vera Gel,Skincare,74893936,708.01,Standard Pack,422,2028-09-07,Soothing skin gel,No,Not Applicable
1107,Zydus Adult Diapers,Sanitary,42949803,1249.48,Standard Pack,44,2027-06-02,Incontinence protection,No,Not Applicable
1108,Alkem Antiseptic Liquid,Body Care,86483924,923.29,Standard Pack,194,2027-07-31,Kills germs and bacteria,No,Not Applicable
1109,Zydus Insulin Glargine,Medicine,34406132,741.57,Standard Pack,181,2028-11-14,Long-acting insulin,Yes,Avoid alcohol
1110,Abbott Acne Control Gel,Skincare,47080140,842.57,Standard Pack,264,2027-03-04,Reduces acne and pimples,No,Not Applicable
1111,Mankind Amlodipine 5mg,Medicine,75575808,841.66,Standard Pack,123,2028-07-28,Hypertension treatment,Yes,No major interactions reported
1112,Cipla Medicated Soap,Body Care,22489409,455.47,Standard Pack,207,2028-07-29,Skin infection protection,No,Not Applicable
1113,Abbott Omega 3 Fish Oil,Supplement,59529086,720.43,Standard Pack,271,2027-08-08,Heart health supplement,No,Not Applicable
1114,Zydus Foot Care Cream,Body Care,57219209,1060.23,Standard Pack,138,2027-06-30,Cracked heel treatment,No,Not Applicable
1115,Sun Pharma Sunscreen SPF 50,Skincare,35848226,487.01,Standard Pack,380,2028-02-20,UV protection lotion,No,Not Applicable
1116,Lupin Multivitamin Capsules,Supplement,74988034,429.22,Standard Pack,301,2028-10-07,General dietary supplement,No,Not Applicable
1117,Torrent Face Masks Pack,Sanitary,23492385,1252.29,Standard Pack,151,2027-04-10,Protective face masks,No,Not Applicable
1118,Torrent Sunscreen SPF 50,Skincare,11898961,1067.87,Standard Pack,64,2027-05-28,UV protection lotion,No,Not Applicable
1119,Glenmark Paracetamol 500mg,Medicine,49209916,1052.18,Standard Pack,64,2028-06-04,Pain reliever and fever reducer,No,No major interactions reported
1120,Abbott Paracetamol 500mg,Medicine,48163378,714.71,Standard Pack,225,2027-08-04,Pain reliever and fever reducer,No,May interact with Metformin
1121,Alkem Cetirizine 10mg,Medicine,25312516,1236.73,Standard Pack,205,2028-01-06,Allergy relief,No,Avoid with Warfarin
1122,Dr Reddy's Sanitary Pads Pack,Sanitary,30024960,1220.49,Standard Pack,485,2027-06-28,Women hygiene product,No,Not Applicable
1123,Sun Pharma Amlodipine 5mg,Medicine,84903294,1151.38,Standard Pack,310,2028-04-22,Hypertension treatment,Yes,Consult doctor if taking BP medication
1124,Mankind Calcium + Vitamin D,Supplement,70467027,1364.59,Standard Pack,152,2028-04-14,Bone health supplement,No,Not Applicable
1125,Abbott Hand Sanitizer,Body Care,93352876,109.14,Standard Pack,491,2028-09-16,Alcohol-based hand cleaner,No,Not Applicable
1126,Lupin Amlodipine 5mg,Medicine,45520201,997.43,Standard Pack,80,2027-04-23,Hypertension treatment,Yes,May interact with Metformin
1127,Dr Reddy's Sanitary Pads Pack,Sanitary,10359129,624.61,Standard Pack,352,2028-04-20,Women hygiene product,No,Not Applicable
1128,Cipla Hand Sanitizer,Body Care,41068214,446.4,Standard Pack,144,2028-08-09,Alcohol-based hand cleaner,No,Not Applicable
1129,Lupin Body Lotion,Body Care,45507920,1185.99,Standard Pack,320,2028-04-15,Hydrating body lotion,No,Not Applicable
1130,Sun Pharma Iron Folic Acid,Supplement,83089925,352.72,Standard Pack,76,2027-05-20,Iron deficiency treatment,No,Not Applicable
1131,Cipla Vitamin D3 60000 IU,Supplement,32269779,1193.09,Standard Pack,304,2028-09-25,Vitamin D supplement,No,Not Applicable
1132,Alkem Adult Diapers,Sanitary,26690465,713.67,Standard Pack,155,2028-08-06,Incontinence protection,No,Not Applicable
1133,Glenmark Hand Sanitizer,Body Care,82475098,750.82,Standard Pack,41,2028-04-24,Alcohol-based hand cleaner,No,Not Applicable
1134,Zydus Pantoprazole 40mg,Medicine,91029073,390.54,Standard Pack,46,2027-04-12,Acidity treatment,Yes,Consult doctor if taking BP medication
1135,Torrent Sanitary Pads Pack,Sanitary,87342561,79.54,Standard Pack,387,2027-02-16,Women hygiene product,No,Not Applicable
1136,Alkem Foot Care Cream,Body Care,47333543,288.6,Standard Pack,299,2027-11-10,Cracked heel treatment,No,Not Applicable
1137,Alkem Body Lotion,Body Care,56702542,624.36,Standard Pack,164,2028-07-07,Hydrating body lotion,No,Not Applicable
1138,Zydus Metformin 500mg,Medicine,65250068,1046.64,Standard Pack,147,2028-06-29,Type 2 diabetes management,Yes,No major interactions reported
1139,Alkem Sanitary Pads Pack,Sanitary,21819185,485.49,Standard Pack,165,2026-12-17,Women hygiene product,No,Not Applicable
1140,Cipla Foot Care Cream,Body Care,98269682,1306.66,Standard Pack,236,2027-10-18,Cracked heel treatment,No,Not Applicable
1141,Glenmark Amlodipine 5mg,Medicine,58557203,941.5,Standard Pack,255,2028-05-22,Hypertension treatment,Yes,No major interactions reported
1142,Torrent Amlodipine 5mg,Medicine,83715012,213.9,Standard Pack,147,2027-11-12,Hypertension treatment,Yes,No major interactions reported
1143,Abbott Paracetamol 500mg,Medicine,42117961,1070.48,Standard Pack,159,2028-03-07,Pain reliever and fever reducer,No,Avoid with Warfarin
1144,Sun Pharma Baby Wipes,Sanitary,40158811,1488.54,Standard Pack,467,2026-12-15,Gentle cleansing wipes,No,Not Applicable
1145,Dr Reddy's Body Lotion,Body Care,76890827,1400.33,Standard Pack,149,2028-01-24,Hydrating body lotion,No,Not Applicable
1146,Alkem Moisturizing Cream,Skincare,73380266,380.72,Standard Pack,282,2027-01-16,Hydrates dry skin,No,Not Applicable
1147,Abbott Antiseptic Liquid,Body Care,78214937,1124.51,Standard Pack,69,2026-10-31,Kills germs and bacteria,No,Not Applicable
1148,Zydus Moisturizing Cream,Skincare,78147397,415.42,Standard Pack,1,2027-06-06,Hydrates dry skin,No,Not Applicable
1149,Abbott Aloe Vera Gel,Skincare,98575748,744.67,Standard Pack,76,2027-11-21,Soothing skin gel,No,Not Applicable
1150,Zydus Baby Wipes,Sanitary,54619335,836.84,Standard Pack,278,2027-09-11,Gentle cleansing wipes,No,Not Applicable
1151,Lupin Hand Sanitizer,Body Care,42051937,866.26,Standard Pack,119,2028-10-23,Alcohol-based hand cleaner,No,Not Applicable
1152,Zydus Body Lotion,Body Care,73481797,1063.74,Standard Pack,415,2027-09-15,Hydrating body lotion,No,Not Applicable
1153,Alkem Antiseptic Liquid,Body Care,14968688,206.84,Standard Pack,494,2028-04-16,Kills germs and bacteria,No,Not Applicable
1154,Alkem Cetaphil Cleanser,Skincare,23383077,798.41,Standard Pack,233,2026-09-05,Gentle skin cleanser,No,Not Applicable
1155,Dr Reddy's Iron Folic Acid,Supplement,20043277,714.85,Standard Pack,496,2027-05-19,Iron deficiency treatment,No,Not Applicable
1156,Mankind Aloe Vera Gel,Skincare,97219599,138.87,Standard Pack,168,2028-07-11,Soothing skin gel,No,Not Applicable
1157,Zydus Baby Wipes,Sanitary,94127561,1083.7,Standard Pack,388,2028-01-02,Gentle cleansing wipes,No,Not Applicable
1158,Abbott Sanitary Pads Pack,Sanitary,19183277,367.46,Standard Pack,350,2027-06-11,Women hygiene product,No,Not Applicable
1159,Mankind Vitamin D3 60000 IU,Supplement,23212812,1145.35,Standard Pack,360,2026-12-01,Vitamin D supplement,No,Not Applicable
1160,Torrent Antiseptic Liquid,Body Care,13885234,88.07,Standard Pack,407,2026-10-17,Kills germs and bacteria,No,Not Applicable
1161,Zydus Acne Control Gel,Skincare,67805802,235.44,Standard Pack,271,2027-10-16,Reduces acne and pimples,No,Not Applicable
1162,Dr Reddy's Tampons Pack,Sanitary,33497411,136.87,Standard Pack,445,2027-09-16,Menstrual hygiene product,No,Not Applicable
1163,Alkem Tampons Pack,Sanitary,88270025,231.81,Standard Pack,236,2028-06-04,Menstrual hygiene product,No,Not Applicable
1164,Torrent Moisturizing Cream,Skincare,99501846,33.91,Standard Pack,411,2027-12-10,Hydrates dry skin,No,Not Applicable
1165,Dr Reddy's Aloe Vera Gel,Skincare,19913576,673.76,Standard Pack,176,2028-04-13,Soothing skin gel,No,Not Applicable
1166,Torrent Moisturizing Cream,Skincare,71315464,1271.05,Standard Pack,101,2027-09-18,Hydrates dry skin,No,Not Applicable
1167,Lupin Body Lotion,Body Care,61185849,866.45,Standard Pack,294,2027-06-19,Hydrating body lotion,No,Not Applicable
1168,Mankind Cetaphil Cleanser,Skincare,46840133,31.98,Standard Pack,442,2028-07-23,Gentle skin cleanser,No,Not Applicable
1169,Alkem Montelukast 10mg,Medicine,48412328,1168.1,Standard Pack,117,2028-05-03,Asthma prevention,Yes,Avoid alcohol
1170,Abbott Multivitamin Capsules,Supplement,43638559,1023.09,Standard Pack,369,2028-10-14,General dietary supplement,No,Not Applicable
1171,Cipla Vitamin D3 60000 IU,Supplement,51464269,1187.14,Standard Pack,17,2028-04-05,Vitamin D supplement,No,Not Applicable
1172,Sun Pharma Sunscreen SPF 50,Skincare,49609054,503.54,Standard Pack,212,2027-02-16,UV protection lotion,No,Not Applicable
1173,Glenmark Multivitamin Capsules,Supplement,59104566,805.66,Standard Pack,467,2027-05-27,General dietary supplement,No,Not Applicable
1174,Alkem Omega 3 Fish Oil,Supplement,49613214,1124.91,Standard Pack,173,2026-12-16,Heart health supplement,No,Not Applicable
1175,Dr Reddy's Body Lotion,Body Care,40281491,1293.01,Standard Pack,370,2028-07-11,Hydrating body lotion,No,Not Applicable
1176,Zydus Foot Care Cream,Body Care,22120246,1190.21,Standard Pack,7,2027-05-18,Cracked heel treatment,No,Not Applicable
1177,Alkem Sanitary Pads Pack,Sanitary,59470729,1015.79,Standard Pack,344,2027-05-16,Women hygiene product,No,Not Applicable
1178,Zydus Baby Wipes,Sanitary,24541967,1018.76,Standard Pack,241,2026-09-15,Gentle cleansing wipes,No,Not Applicable
1179,Zydus Face Masks Pack,Sanitary,91883846,347.62,Standard Pack,32,2028-06-01,Protective face masks,No,Not Applicable
1180,Mankind Hand Sanitizer,Body Care,25659979,226.87,Standard Pack,484,2026-09-28,Alcohol-based hand cleaner,No,Not Applicable
1181,Sun Pharma Moisturizing Cream,Skincare,23044889,367.5,Standard Pack,275,2027-01-06,Hydrates dry skin,No,Not Applicable
1182,Zydus Medicated Soap,Body Care,99991136,1425.08,Standard Pack,356,2028-02-25,Skin infection protection,No,Not Applicable
1183,Dr Reddy's Foot Care Cream,Body Care,65684858,989.28,Standard Pack,426,2028-01-04,Cracked heel treatment,No,Not Applicable
1184,Torrent Baby Wipes,Sanitary,14391105,1041.62,Standard Pack,111,2027-11-18,Gentle cleansing wipes,No,Not Applicable
1185,Zydus Antiseptic Liquid,Body Care,23335151,1471.77,Standard Pack,188,2028-02-29,Kills germs and bacteria,No,Not Applicable
1186,Mankind Cetaphil Cleanser,Skincare,47028180,300.92,Standard Pack,62,2027-11-29,Gentle skin cleanser,No,Not Applicable
1187,Abbott Amlodipine 5mg,Medicine,12866549,94.86,Standard Pack,170,2027-04-27,Hypertension treatment,Yes,May interact with Metformin
1188,Sun Pharma Tampons Pack,Sanitary,84384510,326.59,Standard Pack,110,2027-04-16,Menstrual hygiene product,No,Not Applicable
1189,Abbott Sunscreen SPF 50,Skincare,10380581,430.37,Standard Pack,74,2027-01-01,UV protection lotion,No,Not Applicable
1190,Dr Reddy's Adult Diapers,Sanitary,24754064,998.37,Standard Pack,13,2027-01-02,Incontinence protection,No,Not Applicable
1191,Lupin Ibuprofen 400mg,Medicine,89034501,499.18,Standard Pack,89,2027-05-19,Anti-inflammatory pain reliever,No,Avoid with Warfarin
1192,Glenmark Iron Folic Acid,Supplement,25253751,1123.58,Standard Pack,243,2027-11-23,Iron deficiency treatment,No,Not Applicable
1193,Abbott Aloe Vera Gel,Skincare,24636981,688.97,Standard Pack,113,2028-05-11,Soothing skin gel,No,Not Applicable
1194,Torrent Levothyroxine 50mcg,Medicine,71477426,972.14,Standard Pack,15,2026-10-22,Thyroid hormone replacement,Yes,No major interactions reported
1195,Sun Pharma Medicated Soap,Body Care,75802771,1074.35,Standard Pack,227,2026-11-04,Skin infection protection,No,Not Applicable
1196,Abbott Ibuprofen 400mg,Medicine,29909029,117.21,Standard Pack,140,2028-05-21,Anti-inflammatory pain reliever,No,Consult doctor if taking BP medication
1197,Mankind Adult Diapers,Sanitary,90180577,805.22,Standard Pack,232,2028-01-20,Incontinence protection,No,Not Applicable
1198,Sun Pharma Baby Wipes,Sanitary,25356396,1282.13,Standard Pack,333,2028-10-16,Gentle cleansing wipes,No,Not Applicable
1199,Mankind Tampons Pack,Sanitary,70606674,1334.37,Standard Pack,211,2027-08-03,Menstrual hygiene product,No,Not Applicable
1200,Mankind Medicated Soap,Body Care,22762205,482.57,Standard Pack,160,2028-07-02,Skin infection protection,No,Not Applicable
1201,Dr Reddy's Acne Control Gel,Skincare,73655158,119.36,Standard Pack,425,2026-11-16,Reduces acne and pimples,No,Not Applicable
1202,Sun Pharma Pantoprazole 40mg,Medicine,60015814,1221.42,Standard Pack,284,2026-10-21,Acidity treatment,Yes,Consult doctor if taking BP medication
1203,Zydus Face Masks Pack,Sanitary,99927658,200.9,Standard Pack,181,2028-07-02,Protective face masks,No,Not Applicable
1204,Torrent Body Lotion,Body Care,90585678,482.42,Standard Pack,53,2028-04-03,Hydrating body lotion,No,Not Applicable
1205,Dr Reddy's Tampons Pack,Sanitary,98145654,733.64,Standard Pack,433,2026-12-09,Menstrual hygiene product,No,Not Applicable
1206,Zydus Aloe Vera Gel,Skincare,25419645,1148.66,Standard Pack,293,2027-04-09,Soothing skin gel,No,Not Applicable
